1
66,01111001
67,001100111
68,001100110
70,01111000
10,1100
13,1001
77,0111101
78,0011000
83,000100
84,00010110
85,00010111
89,001110110
32,101
97,0110
225,001110111
98,00010100
99,0011011
100,11011
101,1000
102,0011010
103,01110
104,11111
105,0101
106,00010101
108,001111
44,0011100
109,011111
110,0010
111,0000
112,111101
113,001100101
114,00011
115,0100
116,11010
117,1110
118,001100100
120,00111010
121,111100
